time,latitude,longitude,depth,mag,region
2021-05-06T19:53:20.236Z,53.6358,161.411,42.84,4.6,195 km ENE of Petropavlovsk-Kamchatsky  Russia
2021-05-07T08:08:26.086Z,49.5341,155.6756,59.54,4.6,130 km SSW of Severo-Kuril’sk  Russia
2021-05-08T00:38:15.985Z,50.6088,154.5886,190.5,4.5,109 km W of Severo-Kuril’sk  Russia
2021-05-09T16:23:46.044Z,49.4005,155.8201,68.78,4.8,143 km S of Severo-Kuril’sk  Russia
2021-05-10T08:10:08.559Z,53.8393,163.3878,10,4.7,272 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-05-10T16:53:26.063Z,54.7538,158.9569,205.88,4.6,22 km ENE of Mil’kovo  Russia
2021-05-15T05:57:51.508Z,54.7814,164.5431,10,4.1,207 km SE of Ust’-Kamchatsk Staryy  Russia
2021-05-18T18:43:35.531Z,49.1541,156.0033,42.69,4.3,169 km S of Severo-Kuril’sk  Russia
2021-05-19T23:06:48.983Z,52.2903,160.4501,35,4.2,147 km SE of Petropavlovsk-Kamchatsky  Russia
2021-05-26T12:55:55.729Z,56.1001,163.2989,10,4,52 km ESE of Ust’-Kamchatsk Staryy  Russia
2021-05-27T01:39:58.556Z,55.0564,158.4642,275.98,4.1,41 km NNW of Mil’kovo  Russia
2021-05-28T12:02:06.763Z,51.2794,158.3217,51.4,4.3,129 km ESE of Ozernovskiy  Russia
2021-05-31T03:25:51.977Z,53.6981,161.6373,10,4.4,211 km ENE of Petropavlovsk-Kamchatsky  Russia
2021-06-01T05:55:10.170Z,52.3765,159.5348,55.75,4.5,95 km SE of Petropavlovsk-Kamchatsky  Russia
2021-06-01T08:08:53.510Z,50.9904,156.345,147.99,4.6,38 km NNE of Severo-Kuril’sk  Russia
2021-06-01T13:14:38.639Z,53.4649,160.3093,52.44,4,120 km ENE of Petropavlovsk-Kamchatsky  Russia
2021-06-02T09:38:15.393Z,51.1574,156.8287,94.69,4.2,44 km SSE of Ozernovskiy  Russia
2021-06-03T04:31:02.082Z,52.9829,160.5673,35,4.5,128 km E of Petropavlovsk-Kamchatsky  Russia
2021-06-06T16:01:41.439Z,50.2748,157.2415,57.42,5.1,90 km ESE of Severo-Kuril’sk  Russia
2021-06-10T01:45:11.017Z,53.1231,159.8587,74.45,4.1,81 km E of Petropavlovsk-Kamchatsky  Russia
2021-06-10T10:24:48.031Z,55.5817,160.4631,54.62,4.1,51 km E of Atlasovo  Russia
2021-06-14T15:17:14.324Z,55.0566,164.7029,10,4.4,191 km SE of Ust’-Kamchatsk Staryy  Russia
2021-06-14T23:15:26.229Z,55.0657,160.285,118.96,4.5,72 km SE of Atlasovo  Russia
2021-06-19T17:05:03.104Z,55.5394,160.2656,182.75,4,39 km E of Atlasovo  Russia
2021-06-23T18:08:16.705Z,53.7799,161.5456,32.22,4.1,209 km ENE of Petropavlovsk-Kamchatsky  Russia
2021-07-02T13:35:22.113Z,52.442,153.2017,445.88,4.3,249 km WNW of Ozernovskiy  Russia
2021-07-10T03:14:28.286Z,49.2822,155.2763,56.24,4.6,166 km SSW of Severo-Kuril’sk  Russia
2021-07-12T11:41:27.964Z,55.97,164.4555,10,4.7,126 km ESE of Ust’-Kamchatsk Staryy  Russia
2021-07-12T23:06:10.813Z,52.6155,160.4571,10,4.7,off the east coast of the Kamchatka Peninsula  Russia
2021-07-13T02:28:55.227Z,52.4951,160.5061,14.55,5.2,141 km ESE of Petropavlovsk-Kamchatsky  Russia
2021-07-14T02:42:56.010Z,52.3872,160.623,10,4.9,154 km ESE of Petropavlovsk-Kamchatsky  Russia
2021-07-14T03:34:33.436Z,52.3876,160.6757,10,4.8,157 km ESE of Petropavlovsk-Kamchatsky  Russia
2021-07-14T23:05:47.838Z,51.9306,156.0863,219.99,4.5,56 km NNW of Ozernovskiy  Russia
2021-07-16T02:32:07.584Z,51.6981,158.8934,56.22,4.3,141 km SSE of Vilyuchinsk  Russia
2021-07-16T14:07:39.464Z,56.1621,164.1189,10,4.3,102 km E of Ust’-Kamchatsk Staryy  Russia
2021-07-18T22:21:02.878Z,49.1242,155.5578,35,4.4,177 km SSW of Severo-Kuril’sk  Russia
2021-07-22T11:44:06.815Z,55.5433,162.0649,57.12,4.5,80 km SSW of Ust’-Kamchatsk Staryy  Russia
2021-07-22T16:02:50.985Z,53.9704,158.4894,163.08,4.1,81 km S of Mil’kovo  Russia
2021-07-26T16:11:23.172Z,53.1195,158.6161,139.3,5,6 km N of Petropavlovsk-Kamchatsky  Russia
2021-07-27T12:42:57.273Z,52.1057,157.5446,133.47,4.1,98 km NE of Ozernovskiy  Russia
2021-07-28T15:25:10.288Z,52.7845,160.7164,10,4.4,143 km ESE of Petropavlovsk-Kamchatsky  Russia
2021-07-28T20:36:40.395Z,54.723,162.8814,10,4.3,169 km S of Ust’-Kamchatsk Staryy  Russia
2021-07-29T07:05:15.455Z,51.0497,155.6778,172.86,4.2,52 km NW of Severo-Kuril’sk  Russia
2021-08-03T23:38:27.094Z,53.3017,159.8916,61.1,4.2,88 km ENE of Petropavlovsk-Kamchatsky  Russia
2021-08-05T13:41:09.705Z,52.4914,158.9595,46.08,4.2,61 km SE of Vilyuchinsk  Russia
2021-08-06T01:57:19.294Z,53.4726,160.2934,59.35,4,120 km ENE of Petropavlovsk-Kamchatsky  Russia
2021-08-07T19:29:25.832Z,54.5214,160.6358,89.79,4.3,131 km E of Mil’kovo  Russia
2021-08-13T19:10:19.903Z,52.0718,158.5013,67.06,4.2,95 km S of Vilyuchinsk  Russia
2021-08-16T03:39:06.507Z,54.5868,157.5995,265.58,4,67 km W of Mil’kovo  Russia
2021-08-24T13:27:13.298Z,49.8837,156.1065,97.2,4.4,88 km S of Severo-Kuril’sk  Russia
2021-08-27T03:19:29.568Z,55.3196,165.3167,10,4.7,204 km ESE of Ust’-Kamchatsk Staryy  Russia
2021-08-27T19:09:35.246Z,53.7019,160.6547,56.86,4.1,152 km ENE of Petropavlovsk-Kamchatsky  Russia
2021-09-01T11:36:05.556Z,51.8464,157.4999,117.89,4,79 km ENE of Ozernovskiy  Russia
2021-09-09T22:44:08.160Z,54.3588,159.1038,136.01,4.1,48 km SE of Mil’kovo  Russia
2021-09-10T08:39:54.835Z,53.9237,160.3119,74.09,4.3,139 km SE of Mil’kovo  Russia
2021-09-14T19:57:31.559Z,53.8821,161.0762,45.9,4.9,183 km ESE of Mil’kovo  Russia
2021-09-15T04:51:02.750Z,54.3982,162.7388,10,4.4,204 km S of Ust’-Kamchatsk Staryy  Russia
2021-09-15T17:00:36.046Z,53.8527,161.0018,44.85,4.3,180 km ENE of Petropavlovsk-Kamchatsky  Russia
2021-09-16T19:57:27.025Z,53.9206,160.193,78.2,4.1,133 km SE of Mil’kovo  Russia
2021-09-18T11:17:19.587Z,50.4507,159.2762,10,4.5,224 km E of Severo-Kuril’sk  Russia
2021-09-21T16:32:04.880Z,53.3796,159.5193,73.32,4.4,69 km ENE of Petropavlovsk-Kamchatsky  Russia
2021-09-25T03:40:11.745Z,54.7744,161.5022,35,4.3,150 km SE of Atlasovo  Russia
2021-09-25T13:36:13.201Z,55.3335,161.0889,97.79,4.4,96 km ESE of Atlasovo  Russia
2021-09-28T18:28:09.949Z,54.7677,163.3348,10,4.2,171 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-10-01T22:03:08.925Z,55.7995,163.3993,10,4.5,74 km SE of Ust’-Kamchatsk Staryy  Russia
2021-10-05T02:10:33.964Z,56.6023,163.2708,10,4.3,64 km NE of Ust’-Kamchatsk Staryy  Russia
2021-10-06T13:06:12.774Z,49.6424,155.713,83.34,4.6,118 km SSW of Severo-Kuril’sk  Russia
2021-10-06T14:30:38.896Z,52.7487,159.5665,60.48,4.3,72 km ESE of Petropavlovsk-Kamchatsky  Russia
2021-10-12T04:33:02.237Z,52.8075,158.7053,118.22,4.1,24 km SE of Vilyuchinsk  Russia
2021-10-12T14:12:29.498Z,51.8606,156.9662,129.79,4.5,51 km NE of Ozernovskiy  Russia
2021-10-13T20:02:02.160Z,55.4864,161.6234,99.7,4,98 km SSW of Ust’-Kamchatsk Staryy  Russia
2021-10-16T11:55:49.736Z,53.1984,162.3902,10,4.1,252 km E of Petropavlovsk-Kamchatsky  Russia
2021-10-17T12:05:16.961Z,49.2442,155.9686,43.57,5,159 km S of Severo-Kuril’sk  Russia
2021-10-17T15:17:05.894Z,49.2852,155.9014,54.56,4.5,155 km S of Severo-Kuril’sk  Russia
2021-10-17T16:47:57.932Z,49.3056,155.8794,58.7,4.4,153 km S of Severo-Kuril’sk  Russia
2021-10-17T17:39:14.595Z,49.1472,155.9331,35,5.1,Kuril Islands
2021-10-18T08:24:31.602Z,53.9814,158.6338,172.88,5.3,79 km S of Mil’kovo  Russia
2021-10-25T09:05:53.100Z,53.2243,163.398,39.43,4.2,off the east coast of the Kamchatka Peninsula  Russia
2021-10-25T23:39:22.236Z,49.834,155.7368,72.25,4.8,97 km SSW of Severo-Kuril’sk  Russia
2021-10-26T13:07:53.849Z,52.6549,159.2897,64.27,4.5,63 km SE of Petropavlovsk-Kamchatsky  Russia
2021-10-31T12:18:06.397Z,55.0093,165.7245,38.85,4.4,245 km SE of Ust’-Kamchatsk Staryy  Russia
2021-11-01T01:14:21.909Z,52.7264,159.6091,51.87,4.3,75 km ESE of Petropavlovsk-Kamchatsky  Russia
2021-11-01T02:18:57.312Z,54.5739,162.7327,10,4.3,184 km S of Ust’-Kamchatsk Staryy  Russia
2021-11-02T01:25:54.875Z,54.4839,161.2282,61.7,4.4,160 km SE of Atlasovo  Russia
